t_days,r_cm,Nn_cells_per_cm3,Nt_cells_per_cm3,Ch_mols_per_liter
46.29630,0.00000,4.75537e+07,4.93574e+06,9.69643e-08
46.29630,0.00500,4.75556e+07,4.93562e+06,9.68912e-08
46.29630,0.01000,4.75620e+07,4.93541e+06,9.66382e-08
46.29630,0.01500,4.75721e+07,4.93501e+06,9.62389e-08
46.29630,0.02000,4.75867e+07,4.93434e+06,9.56595e-08
46.29630,0.02500,4.76051e+07,4.93323e+06,9.49335e-08
46.29630,0.03000,4.76281e+07,4.93143e+06,9.40273e-08
46.29630,0.03500,4.76550e+07,4.92849e+06,9.29740e-08
46.29630,0.04000,4.76868e+07,4.92372e+06,9.17402e-08
46.29630,0.04500,4.77229e+07,4.91600e+06,9.03591e-08
46.29630,0.05000,4.77645e+07,4.90359e+06,8.87976e-08
46.29630,0.05500,4.78112e+07,4.88381e+06,8.70894e-08
46.29630,0.06000,4.78648e+07,4.85267e+06,8.52024e-08
46.29630,0.06500,4.79256e+07,4.80448e+06,8.31714e-08
46.29630,0.07000,4.79963e+07,4.73151e+06,8.09669e-08
46.29630,0.07500,4.80781e+07,4.62355e+06,7.86272e-08
46.29630,0.08000,4.81736e+07,4.46805e+06,7.61276e-08
46.29630,0.08500,4.82826e+07,4.24923e+06,7.35136e-08
46.29630,0.09000,4.84038e+07,3.94581e+06,7.07697e-08
46.29630,0.09500,4.85308e+07,3.53414e+06,6.79541e-08
46.29630,0.10000,4.86567e+07,2.99770e+06,6.50680e-08
46.29630,0.10500,4.87741e+07,2.36459e+06,6.21906e-08
46.29630,0.11000,4.88800e+07,1.72318e+06,5.93445e-08
46.29630,0.11500,4.89726e+07,1.17499e+06,5.66150e-08
46.29630,0.12000,4.90540e+07,7.69692e+05,5.40081e-08
46.29630,0.12500,4.91254e+07,4.98150e+05,5.15760e-08
46.29630,0.13000,4.91892e+07,3.25989e+05,4.92928e-08
46.29630,0.13500,4.92462e+07,2.19790e+05,4.71867e-08
46.29630,0.14000,4.92982e+07,1.54937e+05,4.52186e-08
46.29630,0.14500,4.93454e+07,1.15513e+05,4.34090e-08
46.29630,0.15000,4.93890e+07,9.15907e+04,4.17163e-08
46.29630,0.15500,4.94289e+07,7.70844e+04,4.01599e-08
46.29630,0.16000,4.94661e+07,6.82903e+04,3.86995e-08
46.29630,0.16500,4.95004e+07,6.29596e+04,3.73553e-08
46.29630,0.17000,4.95325e+07,5.97282e+04,3.60891e-08
46.29630,0.17500,4.95622e+07,5.77695e+04,3.49222e-08
46.29630,0.18000,4.95901e+07,5.65821e+04,3.38187e-08
46.29630,0.18500,4.96160e+07,5.58623e+04,3.28007e-08
46.29630,0.19000,4.96405e+07,5.54259e+04,3.18342e-08
46.29630,0.19500,4.96631e+07,5.51613e+04,3.09419e-08
46.29630,0.20000,4.96847e+07,5.50010e+04,3.00916e-08
46.29630,0.20500,4.97046e+07,5.49037e+04,2.93063e-08
46.29630,0.21000,4.97237e+07,5.48448e+04,2.85551e-08
46.29630,0.21500,4.97413e+07,5.48090e+04,2.78614e-08
46.29630,0.22000,4.97582e+07,5.47873e+04,2.71955e-08
46.29630,0.22500,4.97738e+07,5.47742e+04,2.65807e-08
46.29630,0.23000,4.97889e+07,5.47662e+04,2.59886e-08
46.29630,0.23500,4.98027e+07,5.47614e+04,2.54422e-08
46.29630,0.24000,4.98162e+07,5.47585e+04,2.49142e-08
46.29630,0.24500,4.98285e+07,5.47567e+04,2.44275e-08
46.29630,0.25000,4.98405e+07,5.47556e+04,2.39556e-08
46.29630,0.25500,4.98516e+07,5.47550e+04,2.35211e-08
46.29630,0.26000,4.98623e+07,5.47546e+04,2.30985e-08
46.29630,0.26500,4.98722e+07,5.47543e+04,2.27101e-08
46.29630,0.27000,4.98818e+07,5.47542e+04,2.23311e-08
46.29630,0.27500,4.98907e+07,5.47541e+04,2.19833e-08
46.29630,0.28000,4.98993e+07,5.47540e+04,2.16429e-08
46.29630,0.28500,4.99073e+07,5.47540e+04,2.13313e-08
46.29630,0.29000,4.99151e+07,5.47540e+04,2.10252e-08
46.29630,0.29500,4.99222e+07,5.47540e+04,2.07458e-08
46.29630,0.30000,4.99292e+07,5.47540e+04,2.04705e-08
46.29630,0.30500,4.99356e+07,5.47540e+04,2.02199e-08
46.29630,0.31000,4.99419e+07,5.47540e+04,1.99722e-08
46.29630,0.31500,4.99476e+07,5.47540e+04,1.97475e-08
46.29630,0.32000,4.99533e+07,5.47540e+04,1.95246e-08
46.29630,0.32500,4.99584e+07,5.47540e+04,1.93232e-08
46.29630,0.33000,4.99635e+07,5.47540e+04,1.91227e-08
46.29630,0.33500,4.99681e+07,5.47540e+04,1.89424e-08
46.29630,0.34000,4.99727e+07,5.47540e+04,1.87623e-08
46.29630,0.34500,4.99768e+07,5.47540e+04,1.86012e-08
46.29630,0.35000,4.99809e+07,5.47540e+04,1.84395e-08
46.29630,0.35500,4.99846e+07,5.47540e+04,1.82958e-08
46.29630,0.36000,4.99882e+07,5.47540e+04,1.81510e-08
46.29630,0.36500,4.99915e+07,5.47540e+04,1.80231e-08
46.29630,0.37000,4.99948e+07,5.47540e+04,1.78938e-08
46.29630,0.37500,4.99977e+07,5.47540e+04,1.77805e-08
46.29630,0.38000,5.00006e+07,5.47540e+04,1.76654e-08
46.29630,0.38500,5.00032e+07,5.47540e+04,1.75654e-08
46.29630,0.39000,5.00058e+07,5.47540e+04,1.74633e-08
46.29630,0.39500,5.00080e+07,5.47540e+04,1.73758e-08
46.29630,0.40000,5.00103e+07,5.47540e+04,1.72857e-08
46.29630,0.40500,5.00122e+07,5.47540e+04,1.72096e-08
46.29630,0.41000,5.00142e+07,5.47540e+04,1.71307e-08
46.29630,0.41500,5.00159e+07,5.47540e+04,1.70651e-08
46.29630,0.42000,5.00176e+07,5.47540e+04,1.69967e-08
46.29630,0.42500,5.00191e+07,5.47540e+04,1.69409e-08
46.29630,0.43000,5.00206e+07,5.47540e+04,1.68821e-08
46.29630,0.43500,5.00218e+07,5.47540e+04,1.68356e-08
46.29630,0.44000,5.00230e+07,5.47540e+04,1.67859e-08
46.29630,0.44500,5.00240e+07,5.47540e+04,1.67480e-08
46.29630,0.45000,5.00250e+07,5.47540e+04,1.67068e-08
46.29630,0.45500,5.00258e+07,5.47540e+04,1.66770e-08
46.29630,0.46000,5.00266e+07,5.47540e+04,1.66439e-08
46.29630,0.46500,5.00272e+07,5.47540e+04,1.66217e-08
46.29630,0.47000,5.00278e+07,5.47540e+04,1.65962e-08
46.29630,0.47500,5.00282e+07,5.47540e+04,1.65812e-08
46.29630,0.48000,5.00287e+07,5.47540e+04,1.65630e-08
46.29630,0.48500,5.00289e+07,5.47540e+04,1.65549e-08
46.29630,0.49000,5.00292e+07,5.47540e+04,1.65435e-08
46.29630,0.49500,5.00292e+07,5.47540e+04,1.65420e-08
46.29630,0.50000,5.00294e+07,5.47540e+04,1.65372e-08
57.87037,0.00000,4.40267e+07,1.14606e+07,2.33734e-07
57.87037,0.00500,4.40309e+07,1.14604e+07,2.33567e-07
57.87037,0.01000,4.40456e+07,1.14599e+07,2.32980e-07
57.87037,0.01500,4.40687e+07,1.14589e+07,2.32059e-07
57.87037,0.02000,4.41024e+07,1.14572e+07,2.30716e-07
57.87037,0.02500,4.41445e+07,1.14545e+07,2.29040e-07
57.87037,0.03000,4.41973e+07,1.14500e+07,2.26942e-07
57.87037,0.03500,4.42586e+07,1.14429e+07,2.24509e-07
57.87037,0.04000,4.43307e+07,1.14314e+07,2.21653e-07
57.87037,0.04500,4.44116e+07,1.14132e+07,2.18463e-07
57.87037,0.05000,4.45036e+07,1.13843e+07,2.14850e-07
57.87037,0.05500,4.46046e+07,1.13390e+07,2.10902e-07
57.87037,0.06000,4.47173e+07,1.12689e+07,2.06537e-07
57.87037,0.06500,4.48398e+07,1.11624e+07,2.01844e-07
57.87037,0.07000,4.49747e+07,1.10034e+07,1.96743e-07
57.87037,0.07500,4.51207e+07,1.07707e+07,1.91334e-07
57.87037,0.08000,4.52799e+07,1.04370e+07,1.85547e-07
57.87037,0.08500,4.54502e+07,9.96744e+06,1.79495e-07
57.87037,0.09000,4.56320e+07,9.31610e+06,1.73130e-07
57.87037,0.09500,4.58200e+07,8.43421e+06,1.66590e-07
57.87037,0.10000,4.60123e+07,7.28591e+06,1.59865e-07
57.87037,0.10500,4.62022e+07,5.91029e+06,1.53136e-07
57.87037,0.11000,4.63875e+07,4.46315e+06,1.46439e-07
57.87037,0.11500,4.65632e+07,3.15656e+06,1.39979e-07
57.87037,0.12000,4.67292e+07,2.13046e+06,1.33767e-07
57.87037,0.12500,4.68829e+07,1.40523e+06,1.27946e-07
57.87037,0.13000,4.70262e+07,9.27093e+05,1.22459e-07
57.87037,0.13500,4.71579e+07,6.25029e+05,1.17389e-07
57.87037,0.14000,4.72807e+07,4.38320e+05,1.12639e-07
57.87037,0.14500,4.73933e+07,3.24289e+05,1.08271e-07
57.87037,0.15000,4.74987e+07,2.55021e+05,1.04179e-07
57.87037,0.15500,4.75955e+07,2.13059e+05,1.00418e-07
57.87037,0.16000,4.76865e+07,1.87664e+05,9.68846e-08
57.87037,0.16500,4.77702e+07,1.72304e+05,9.36346e-08
57.87037,0.17000,4.78491e+07,1.63014e+05,9.05703e-08
57.87037,0.17500,4.79219e+07,1.57395e+05,8.77487e-08
57.87037,0.18000,4.79908e+07,1.53996e+05,8.50776e-08
57.87037,0.18500,4.80544e+07,1.51940e+05,8.26159e-08
57.87037,0.19000,4.81149e+07,1.50696e+05,8.02761e-08
57.87037,0.19500,4.81707e+07,1.49943e+05,7.81186e-08
57.87037,0.20000,4.82239e+07,1.49487e+05,7.60598e-08
57.87037,0.20500,4.82731e+07,1.49212e+05,7.41609e-08
57.87037,0.21000,4.83203e+07,1.49045e+05,7.23422e-08
57.87037,0.21500,4.83638e+07,1.48944e+05,7.06648e-08
57.87037,0.22000,4.84056e+07,1.48882e+05,6.90523e-08
57.87037,0.22500,4.84442e+07,1.48845e+05,6.75659e-08
57.87037,0.23000,4.84814e+07,1.48823e+05,6.61319e-08
57.87037,0.23500,4.85158e+07,1.48809e+05,6.48110e-08
57.87037,0.24000,4.85490e+07,1.48801e+05,6.35322e-08
57.87037,0.24500,4.85796e+07,1.48796e+05,6.23556e-08
57.87037,0.25000,4.86093e+07,1.48793e+05,6.12126e-08
57.87037,0.25500,4.86367e+07,1.48791e+05,6.01624e-08
57.87037,0.26000,4.86633e+07,1.48790e+05,5.91388e-08
57.87037,0.26500,4.86878e+07,1.48790e+05,5.81999e-08
57.87037,0.27000,4.87117e+07,1.48789e+05,5.72816e-08
57.87037,0.27500,4.87336e+07,1.48789e+05,5.64412e-08
57.87037,0.28000,4.87551e+07,1.48789e+05,5.56163e-08
57.87037,0.28500,4.87747e+07,1.48789e+05,5.48633e-08
57.87037,0.29000,4.87941e+07,1.48789e+05,5.41217e-08
57.87037,0.29500,4.88117e+07,1.48789e+05,5.34465e-08
57.87037,0.30000,4.88291e+07,1.48789e+05,5.27793e-08
57.87037,0.30500,4.88449e+07,1.48789e+05,5.21739e-08
57.87037,0.31000,4.88606e+07,1.48789e+05,5.15734e-08
57.87037,0.31500,4.88748e+07,1.48789e+05,5.10306e-08
57.87037,0.32000,4.88889e+07,1.48789e+05,5.04902e-08
57.87037,0.32500,4.89016e+07,1.48789e+05,5.00038e-08
57.87037,0.33000,4.89143e+07,1.48789e+05,4.95177e-08
57.87037,0.33500,4.89257e+07,1.48789e+05,4.90824e-08
57.87037,0.34000,4.89371e+07,1.48789e+05,4.86455e-08
57.87037,0.34500,4.89472e+07,1.48789e+05,4.82564e-08
57.87037,0.35000,4.89575e+07,1.48789e+05,4.78643e-08
57.87037,0.35500,4.89666e+07,1.48789e+05,4.75174e-08
57.87037,0.36000,4.89757e+07,1.48789e+05,4.71661e-08
57.87037,0.36500,4.89838e+07,1.48789e+05,4.68576e-08
57.87037,0.37000,4.89920e+07,1.48789e+05,4.65437e-08
57.87037,0.37500,4.89992e+07,1.48789e+05,4.62704e-08
57.87037,0.38000,4.90065e+07,1.48789e+05,4.59909e-08
57.87037,0.38500,4.90128e+07,1.48789e+05,4.57499e-08
57.87037,0.39000,4.90193e+07,1.48789e+05,4.55020e-08
57.87037,0.39500,4.90248e+07,1.48789e+05,4.52909e-08
57.87037,0.40000,4.90305e+07,1.48789e+05,4.50722e-08
57.87037,0.40500,4.90353e+07,1.48789e+05,4.48886e-08
57.87037,0.41000,4.90403e+07,1.48789e+05,4.46970e-08
57.87037,0.41500,4.90445e+07,1.48789e+05,4.45390e-08
57.87037,0.42000,4.90488e+07,1.48789e+05,4.43726e-08
57.87037,0.42500,4.90523e+07,1.48789e+05,4.42384e-08
57.87037,0.43000,4.90561e+07,1.48789e+05,4.40955e-08
57.87037,0.43500,4.90590e+07,1.48789e+05,4.39835e-08
57.87037,0.44000,4.90622e+07,1.48789e+05,4.38626e-08
57.87037,0.44500,4.90646e+07,1.48789e+05,4.37715e-08
57.87037,0.45000,4.90672e+07,1.48789e+05,4.36712e-08
57.87037,0.45500,4.90691e+07,1.48789e+05,4.35997e-08
57.87037,0.46000,4.90712e+07,1.48789e+05,4.35188e-08
57.87037,0.46500,4.90726e+07,1.48789e+05,4.34658e-08
57.87037,0.47000,4.90742e+07,1.48789e+05,4.34034e-08
57.87037,0.47500,4.90751e+07,1.48789e+05,4.33680e-08
57.87037,0.48000,4.90763e+07,1.48789e+05,4.33230e-08
57.87037,0.48500,4.90768e+07,1.48789e+05,4.33042e-08
57.87037,0.49000,4.90775e+07,1.48789e+05,4.32759e-08
57.87037,0.49500,4.90776e+07,1.48789e+05,4.32731e-08
57.87037,0.50000,4.90779e+07,1.48789e+05,4.32607e-08
